file,categoria,data_documento,numero_documento,importo_totale,email,iban,iban_valido,quasi_duplicato_di
doc_0258.pdf,fattura,2026-01-22,FT-2026-79499,10902.01,francesca.russo@deltaassicurazioni.example,,,
doc_0259.pdf,candidatura,2025-09-28,HR-2025-391,,davide.conti@alfasistemi.example,,,
doc_0260.pdf,assistenza,2025-12-23,TCK-127425,,francesca.russo@alfasistemi.example,,,
doc_0261.pdf,contratto,2025-04-27,CTR-2025-5597,,sara.gallo@betalogistica.example,,,
doc_0262.pdf,reclamo,2026-03-16,REC-2026-9132,,andrea.marino@alfasistemi.example,,,
doc_0263.pdf,contratto,2026-03-01,CTR-2026-9168,,davide.conti@deltaassicurazioni.example,,,
doc_0264.pdf,fattura,2026-01-24,FT-2026-40688,2608.45,francesca.russo@sigmaconsulting.example,IT10G1931303201266486458768,True,
doc_0265.pdf,assistenza,2025-01-12,TCK-180217,,stefano.bruno@sigmaconsulting.example,,,
doc_0266.pdf,assistenza,2025-09-19,TCK-112385,,andrea.marino@deltaassicurazioni.example,,,
doc_0267.pdf,assistenza,2026-08-04,TCK-137811,,andrea.marino@betalogistica.example,,,
doc_0268.pdf,reclamo,2026-06-25,REC-2026-4464,,marta.de.luca@alfasistemi.example,,,
doc_0269.pdf,fattura,2026-07-13,FT-2026-58839,7537.2,sara.gallo@omegatrasporti.example,,,
doc_0270.pdf,fattura,2025-09-04,FT-2025-88644,7108.24,elena.ricci@sigmaconsulting.example,,,
doc_0271.pdf,reclamo,2025-05-23,REC-2025-1634,,davide.conti@gammaenergia.example,,,
doc_0272.pdf,reclamo,2026-08-02,REC-2026-2133,,luca.ferrari@alfasistemi.example,,,
doc_0273.pdf,assistenza,2025-05-11,TCK-137227,,luca.ferrari@alfasistemi.example,,,
doc_0274.pdf,contratto,2026-04-08,CTR-2026-2616,,chiara.greco@betalogistica.example,,,
doc_0275.pdf,assistenza,2025-02-18,TCK-171885,,giulia.bianchi@deltaassicurazioni.example,,,
doc_0276.pdf,reclamo,2025-01-29,REC-2025-4032,,paolo.colombo@sigmaconsulting.example,,,
doc_0277.pdf,contratto,2026-01-24,CTR-2026-3845,,stefano.bruno@betalogistica.example,,,
doc_0278.pdf,fattura,2026-02-19,FT-2026-20309,1016.15,francesca.russo@betalogistica.example,,,
doc_0279.pdf,assistenza,2025-09-16,TCK-159106,,elena.ricci@deltaassicurazioni.example,,,
doc_0280.pdf,fattura,2026-08-18,FT-2026-19199,3319.02,andrea.marino@gammaenergia.example,IT60J9360310358719159529356,True,
doc_0281.pdf,assistenza,2026-01-29,TCK-174943,,giulia.bianchi@gammaenergia.example,,,
doc_0282.pdf,candidatura,2025-09-24,HR-2025-095,,giulia.bianchi@betalogistica.example,,,
doc_0283.pdf,assistenza,2026-08-20,TCK-117209,,davide.conti@omegatrasporti.example,,,
doc_0284.pdf,candidatura,2026-02-10,HR-2026-488,,davide.conti@sigmaconsulting.example,,,
doc_0285.pdf,reclamo,2025-10-17,REC-2025-2624,,stefano.bruno@omegatrasporti.example,,,doc_0059.pdf
doc_0286.pdf,reclamo,2026-04-15,REC-2026-3239,,marta.de.luca@omegatrasporti.example,,,
doc_0287.pdf,fattura,2025-06-27,FT-2025-10337,2888.79,stefano.bruno@gammaenergia.example,,,
doc_0288.pdf,fattura,2026-08-24,FT-2026-75466,4817.99,giulia.bianchi@gammaenergia.example,,,
doc_0289.pdf,fattura,2026-01-27,FT-2026-37269,5251.08,mario.rossi@omegatrasporti.example,,,
doc_0290.pdf,reclamo,2025-12-07,REC-2025-2694,,sara.gallo@alfasistemi.example,,,
doc_0291.pdf,candidatura,2025-07-23,HR-2025-924,,davide.conti@alfasistemi.example,,,
doc_0292.pdf,fattura,2025-01-17,FT-2025-80600,8454.08,davide.conti@deltaassicurazioni.example,,,
doc_0293.pdf,fattura,2026-07-21,FT-2026-98174,10571.13,chiara.greco@betalogistica.example,,,
doc_0294.pdf,assistenza,2026-06-26,TCK-132347,,elena.ricci@deltaassicurazioni.example,,,
doc_0295.pdf,contratto,2026-03-10,CTR-2026-0325,,sara.gallo@alfasistemi.example,,,
doc_0296.pdf,reclamo,2026-02-22,REC-2026-3361,,giulia.bianchi@alfasistemi.example,,,
doc_0297.pdf,fattura,2026-05-23,FT-2026-32749,1205.75,marta.de.luca@omegatrasporti.example,,,
doc_0298.pdf,fattura,2025-08-12,FT-2025-59131,9734.34,giulia.bianchi@betalogistica.example,IT78A5438106980551458570697,True,
doc_0299.pdf,fattura,2025-12-31,FT-2025-83585,2062.67,marta.de.luca@sigmaconsulting.example,,,
doc_0300.pdf,reclamo,2025-03-23,REC-2025-3358,,stefano.bruno@sigmaconsulting.example,IT43G7944403873023776742150,True,
doc_0301.pdf,reclamo,2026-05-31,REC-2026-9153,,andrea.marino@gammaenergia.example,,,
doc_0302.pdf,reclamo,2025-01-02,REC-2025-4316,,andrea.marino@alfasistemi.example,,,
doc_0303.pdf,contratto,2025-06-12,CTR-2025-1863,,mario.rossi@omegatrasporti.example,,,
doc_0304.pdf,fattura,2025-10-29,FT-2025-09306,7825.56,francesca.russo@alfasistemi.example,,,
doc_0305.pdf,fattura,2025-01-13,FT-2025-32099,2593.01,marta.de.luca@gammaenergia.example,IT68X1343488696982433687219,True,
doc_0306.pdf,assistenza,2025-02-27,TCK-177565,,sara.gallo@betalogistica.example,,,
doc_0307.pdf,contratto,2025-07-26,CTR-2025-6349,,mario.rossi@deltaassicurazioni.example,,,
doc_0308.pdf,fattura,2026-07-22,FT-2026-77208,8870.5,andrea.marino@gammaenergia.example,,,
doc_0309.pdf,fattura,2025-06-18,FT-2025-64943,3294.89,andrea.marino@sigmaconsulting.example,,,
doc_0310.pdf,fattura,2026-05-20,FT-2026-07937,4481.72,davide.conti@gammaenergia.example,IT21G1601159600726243207371,True,
doc_0311.pdf,assistenza,2026-01-22,TCK-117460,,mario.rossi@deltaassicurazioni.example,,,
doc_0312.pdf,contratto,2026-01-22,CTR-2026-4388,,chiara.greco@alfasistemi.example,,,
doc_0313.pdf,assistenza,2026-06-12,TCK-180745,,francesca.russo@alfasistemi.example,,,
doc_0314.pdf,candidatura,2026-05-18,HR-2026-143,,stefano.bruno@deltaassicurazioni.example,,,
doc_0315.pdf,assistenza,2026-06-08,TCK-148030,,mario.rossi@gammaenergia.example,,,
doc_0316.pdf,fattura,2026-03-02,FT-2026-37702,7664.63,stefano.bruno@sigmaconsulting.example,,,
doc_0317.pdf,contratto,2025-04-13,CTR-2025-7947,,sara.gallo@sigmaconsulting.example,,,
doc_0318.pdf,reclamo,2025-05-31,REC-2025-3154,,francesca.russo@deltaassicurazioni.example,,,
doc_0319.pdf,assistenza,2025-09-25,TCK-168847,,davide.conti@omegatrasporti.example,,,
doc_0320.pdf,assistenza,2025-12-01,TCK-183085,,sara.gallo@alfasistemi.example,,,
doc_0321.pdf,assistenza,2025-04-07,TCK-190395,,stefano.bruno@omegatrasporti.example,,,
doc_0322.pdf,fattura,2025-12-27,FT-2025-74404,6268.26,marta.de.luca@gammaenergia.example,IT34S2467264517341630823827,True,
doc_0323.pdf,reclamo,2026-04-20,REC-2026-1685,,chiara.greco@sigmaconsulting.example,,,
doc_0324.pdf,candidatura,2026-06-23,HR-2026-972,,andrea.marino@omegatrasporti.example,,,
doc_0325.pdf,assistenza,2026-04-24,TCK-130170,,stefano.bruno@gammaenergia.example,,,
doc_0326.pdf,contratto,2025-12-26,CTR-2025-4517,,giulia.bianchi@betalogistica.example,,,
